# ML Zoomcamp 2026 full distrust audit; active occurrence rows are final state.
# Contact sheets: all nine module sheets reviewed; native/lesson-size spot checks included.
# Status is explicit per occurrence: final active rows PASS; pre-fix action rows FAIL with disposition.
record	status	disposition	module	lesson	line	reference	alt_or_label	source_type	dimensions	crispness	overlays	fidelity	context_before	context_after	note	remote_check
active	PASS	KEEP	03-classification	11-log-reg-interpretation.md	195	images/11-log-reg-interpretation-07-second-example-crisp.png	The same calculation in the notebook: sigmoid of -0.33 is about 0.42	original screenshot	3030x1380	PASS	none	PASS	![Scoring a month-to-month customer by hand: only the month-to-month weight is used, the other contract weights are multiplied by zero](images/11-log-reg-interpretation-06-second-example-imagegen.png)	One useful observation: the sigmoid of 0 is 0.5. So if the score is		
active	PASS	KEEP	03-classification	12-using-log-reg.md	34	images/12-using-log-reg-01-final-model-crisp.png	Training the final model on the full training data: encode with DictVectorizer, then fit logistic regression	original screenshot	2898x1170	PASS	none	PASS	```	Note that we fit a new `DictVectorizer` on the full training data as		
active	PASS	KEEP	03-classification	12-using-log-reg.md	57	images/12-using-log-reg-02-test-accuracy-crisp.png	Checking the final model on the test set: encode, predict, apply the threshold, and compare with the actual labels	original screenshot	3498x1320	PASS	none	PASS	```	Accuracy on the test set is about 81.5%. On validation we had 80.3%.		
active	PASS	KEEP	03-classification	12-using-log-reg.md	97	images/12-using-log-reg-03-score-one-customer-crisp.png	Using the model in production: a customer with their features goes into the model, which outputs a prediction	original screenshot	3498x1500	PASS	none	PASS	```	The vectorizer expects a list of dictionaries, so we wrap the customer		
active	PASS	KEEP	03-classification	12-using-log-reg.md	130	images/12-using-log-reg-04-production-diagram-imagegen.png	The production scenario: a customer service event sends the customer's data to the model, and the prediction decides whether to send a promotional email	conceptual imagegen	1983x793	PASS	none	PASS	promotional email with a discount, hoping to keep them.	The model itself is just numbers - weights and the bias term - and the		
active	PASS	KEEP	03-classification	13-summary.md	10	images/13-summary-01-churn-prediction-imagegen.png	The churn prediction project: a telecom company wants to identify the customers likely to leave, and send a promotional email only to them	conceptual imagegen	1717x916	PASS	none	PASS	scores customers.	## What we did		
active	PASS	KEEP	03-classification	13-summary.md	40	images/13-summary-02-notebook-recap-crisp.png	The notebook we built throughout the module, from data preparation to using the model	original screenshot	3408x1284	PASS	none	PASS	individual customers	## Main takeaways		
active	PASS	KEEP	03-classification	13-summary.md	50	images/13-summary-03-summary-takeaways-crisp.png	The end of the notebook: scoring one last customer and the summary of the module	original screenshot	3408x1410	PASS	none	PASS	- Interpretation of weights is similar to linear regression	The same scheme works for many other binary classification problems:		
active	PASS	KEEP	03-classification	14-explore-more.md	6	images/14-explore-more-01-preprocessing-model-comparison-imagegen.png	A classification experiment bench for selecting features, encoding categories, scaling numbers, and comparing models.	conceptual imagegen	1672x941	PASS	none	PASS	More things	*Figure: Try alternative preprocessing and models, then compare them on validation data.*		
active	PASS	KEEP	04-evaluation	01-overview.md	11	images/01-overview-01-title-crisp.png	The title slide of the session	original screenshot	956x720	PASS	none	PASS	In this session we start module 4. In the previous module we trained a logistic regression model that predicts customer churn - now we need to answer the question: how do we know if it's good? We first recap the code that gets us back to the trained model, and then we look at the metrics we will use to evaluate it.	## What is a metric		
active	PASS	KEEP	04-evaluation	01-overview.md	17	images/01-overview-03-metric-definition-crisp.png	The definition of a metric in the notebook	original screenshot	1154x584	PASS	none	PASS	A metric is a function that compares the predictions with the actual values and outputs a single number that tells how good the predictions are.	That is all a metric is: predictions go in, the true values go in, and one number comes out. Different metrics look at different aspects of the predictions, and picking the right one for the problem is the topic of this whole module.		
active	PASS	KEEP	04-evaluation	01-overview.md	25	images/01-overview-02-churn-scenario-crisp.png	The churn prediction scenario: the telco sends a promo email to the customers with a churn score of 0.5 or higher	original screenshot	956x720	PASS	none	PASS	We keep working with the telco churn dataset from the previous module. Each row is a customer of a telecom company, and the target is the `churn` column: 1 if the customer left, 0 if they stayed. The dataset comes from [Kaggle](https://www.kaggle.com/blastchar/telco-customer-churn) (the link is also in the notes below).	## Recap: back to the trained model		
active	PASS	KEEP	04-evaluation	01-overview.md	56	images/01-overview-04-load-split-crisp.png	Loading and cleaning the data, then splitting it into train, validation and test	original screenshot	1154x584	PASS	none	PASS	```	We keep 3 numerical features (`tenure`, `monthlycharges`, `totalcharges`) and 16 categorical ones, one-hot encode them with `DictVectorizer(sparse=False)`, and train a logistic regression model.		
active	PASS	KEEP	04-evaluation	01-overview.md	60	images/01-overview-05-features-crisp.png	The numerical and categorical features of the dataset	original screenshot	1154x584	PASS	none	PASS	We keep 3 numerical features (`tenure`, `monthlycharges`, `totalcharges`) and 16 categorical ones, one-hot encode them with `DictVectorizer(sparse=False)`, and train a logistic regression model.	At the end of the recap we get predictions on the validation set. `predict_proba` returns the churn probability for each customer, and we say the model predicts churn when this probability is at least 0.5:		
active	PASS	KEEP	04-evaluation	01-overview.md	70	images/01-overview-06-predictions-accuracy-crisp.png	Predicting churn and computing the agreement with the actual outcomes: 0.8034	original screenshot	1154x584	PASS	none	PASS	```	This gives us `0.8034066713981547` - the model agrees with the actual outcomes about 80% of the time. Is 80% good? That is exactly what we cannot tell yet: a single agreement number is the simplest metric, accuracy, and in the next lesson we start poking at it.		
active	PASS	KEEP	04-evaluation	01-overview.md	85	images/01-overview-07-module-outline-crisp.png	The sections of the notebook covering the module topics	original screenshot	1154x584	PASS	none	PASS	The whole module walks through one notebook, [notebook.ipynb](notebook.ipynb) - the same churn prediction project as in module 3.	## Materials		
active	PASS	KEEP	04-evaluation	02-accuracy.md	15	images/02-accuracy-02-accuracy-example-crisp.png	A toy accuracy example: 3 out of 6 predictions are correct	original screenshot	1804x1360	PASS	none	PASS	Accuracy measures the fraction of correct predictions: the number of correct predictions divided by the total number of predictions.	Our validation set has 1409 customers:		
active	PASS	KEEP	04-evaluation	02-accuracy.md	31	images/02-accuracy-03-accuracy-notebook-crisp.png	Computing accuracy in the notebook: 1132 correct predictions out of 1409	original screenshot	1154x584	PASS	none	PASS	This gives `0.8034066713981547`. Indeed, 1132 / 1409 is 0.8034 - about 80% of the predictions match the actual outcomes.	Scikit-learn has this computation built in as `accuracy_score`:		
active	PASS	KEEP	04-evaluation	02-accuracy.md	43	images/02-accuracy-04-accuracy-score-crisp.png	The same accuracy computed with sklearn accuracy_score	original screenshot	1154x584	PASS	none	PASS	This gives the same `0.8034066713981547`.	## Checking different thresholds		
active	PASS	KEEP	04-evaluation	02-accuracy.md	88	images/02-accuracy-01-accuracy-vs-threshold-crisp.png	Accuracy of the model at different decision thresholds	deterministic render	1488x992	PASS	none	PASS	Plotted, the accuracy rises quickly, peaks around 0.5, and then slowly declines before flattening out:	So for this problem the best decision cutoff is indeed 0.5, with 80% accuracy. That was a lucky guess - but it didn't have to be. On other problems the best threshold is often different from 0.5, and this simple loop is how you find it.	replaced former 2x soft plot; SVG source uses lesson scores for thresholds 0.00..1.00	
active	PASS	KEEP	04-evaluation	02-accuracy.md	108	images/02-accuracy-05-dummy-counter-crisp.png	The dummy model in the notebook: predicting no churn for all 1409 customers	original screenshot	1154x390	PASS	none	PASS	```	What accuracy does this dummy model get? The answer is the fraction of customers who did not churn:		
active	PASS	KEEP	04-evaluation	02-accuracy.md	118	images/02-accuracy-06-dummy-accuracy-crisp.png	The accuracy of the dummy model: one minus the churn rate	original screenshot	1154x584	PASS	none	PASS	This gives `0.7260468417317246` - 73%.	"So a model that doesn't look at the data at all scores 73%, and our logistic regression scores 80%. The improvement over the dummy baseline is much smaller than ""80% correct"" made it sound."		
active	PASS	KEEP	04-evaluation	02-accuracy.md	122	images/02-accuracy-07-thresholds-endpoints-crisp.png	The accuracy curve with both ends marked: 0.27 at threshold 0 and 0.73 at threshold 1	original screenshot	1154x584	PASS	teaching annotation (intentional)	PASS	"So a model that doesn't look at the data at all scores 73%, and our logistic regression scores 80%. The improvement over the dummy baseline is much smaller than ""80% correct"" made it sound."	## Why accuracy fails here: class imbalance		
active	PASS	KEEP	04-evaluation	02-accuracy.md	128	images/02-accuracy-08-class-imbalance-crisp.png	"The class imbalance: 27% of the customers churn, 73% stay - and the dummy model predicts ""no churn"" for everybody"	original screenshot	902x680	PASS	none	PASS	The reason is that the classes are unbalanced: only 27% of the customers in the validation set churned, and 73% stayed. This is called class imbalance - there are many more instances of one class than of the other.	With such an imbalance, a model can get a high accuracy by always predicting the majority class, while being completely useless for the minority class - which is exactly the class we care about: we want to find the customers who are about to leave.		
active	PASS	KEEP	04-evaluation	03-confusion-table.md	24	images/03-confusion-table-01-four-outcomes-crisp.png	The four outcomes of a churn prediction: true negative, false negative, false positive and true positive	original screenshot	1036x720	PASS	none	PASS	"Reading the names: ""positive""/""negative"" is what we predicted, ""true""/""false"" is whether that prediction was correct. A false positive is a customer we sent a promotional email to, but who was never going to leave. A false negative is a customer who left without us ever flagging them - often the more costly mistake."	## Computing the counts		
